ID	CRISPRtype	MLST	CRISPR_incomplete	CRISPR_array	Anycas	Ambiguous	I-Fab	P1virus	P1virus(incomplete)
ab08454		79						P1virus	P1virus(incomplete)
ab08455		1							
ab08456		79						P1virus	P1virus(incomplete)
ab08457		1						P1virus	P1virus(incomplete)
ab08458		1						P1virus	P1virus(incomplete)
ab08459		79						P1virus	P1virus(incomplete)
ab08460	I-F	25					I-Fb		
ab08461		1							
ab08462		79							
ab08463	I-F	52					I-Fa		
ab08464		374							
ab08465		239							
ab08466		374							
ab08467		239							
ab08468	I-F	1					I-Fb		
ab08469		2						P1virus	
ab08470		2						P1virus	
ab08471		2						P1virus	
ab08472		2						P1virus	
ab08473		1							
ab08474		911		arrays	anycas	ambiguous			
ab08475		132		arrays	anycas	ambiguous			
ab08476	I-F	57					I-Fa		
ab08477		2						P1virus	
ab08478		2							
ab08479		2						P1virus	P1virus(incomplete)
ab08480		2							
ab08481		2						P1virus	P1virus(incomplete)
ab08482		499							
ab08483		2						P1virus	
ab08484		-						P1virus	
ab08485		2							
ab08486		221			anycas	ambiguous		P1virus	P1virus(incomplete)
ab08487		2						P1virus	P1virus(incomplete)
ab08488		2						P1virus	P1virus(incomplete)
ab08489		2						P1virus	P1virus(incomplete)
ab08490	I-F	150					I-Fa		
ab08491		2						P1virus	P1virus(incomplete)
ab08492		221			anycas	ambiguous		P1virus	P1virus(incomplete)
ab08493		46							
ab08494		54							
ab08495		2						P1virus	P1virus(incomplete)
ab08496		2						P1virus	P1virus(incomplete)
ab08497		164							
ab08498		2						P1virus	P1virus(incomplete)
ab08499		2							
ab08500		1573							
ab08501		2							
ab08502		2							
ab08503		2						P1virus	P1virus(incomplete)
ab08504		46							
ab08505		2						P1virus	P1virus(incomplete)
ab08506		2						P1virus	
ab08507		32							
ab08508		1191							
ab08509		2						P1virus	P1virus(incomplete)
ab08510		2						P1virus	P1virus(incomplete)
ab08511		348							
ab08512		2						P1virus	P1virus(incomplete)
ab08513		2						P1virus	P1virus(incomplete)
ab08514		2						P1virus	P1virus(incomplete)
ab08515		406						P1virus	
ab08516		406						P1virus	P1virus(incomplete)
ab08517		2							
ab08518		2							
ab08519		2						P1virus	
ab08520		342							
ab08521		2						P1virus	P1virus(incomplete)
ab08522		2							
ab08523		46							
ab08524	I-F	1252					I-Fa		
ab08525		348							
ab08526		348							
ab08528		1190							
ab08529		78							
ab08530		78							
ab08531		78							
ab08532		78							
ab08533		78							
ab08534		78							
ab08535		78							
ab08536		78							
ab08537		78							
ab08538		78							
ab08539		78							
ab08540		388							
ab08541		78							
ab08542		78							
ab08543		2						P1virus	P1virus(incomplete)
ab08544	I-F	25					I-Fb		
ab08545		78							
ab08546		45							
ab08547		2						P1virus	P1virus(incomplete)
ab08548		2						P1virus	
ab08549		15							
ab08550		15							
ab08551	I-F	1487					I-Fa	P1virus	P1virus(incomplete)
ab08552		911		arrays	anycas	ambiguous			
ab08553	I-F	1					I-Fb		
ab08554		2							
ab08555		78							
ab08556		78							
ab08557		45							
ab08558		2						P1virus	P1virus(incomplete)
ab08559		2						P1virus	P1virus(incomplete)
ab08560		2						P1virus	P1virus(incomplete)
ab08561		2						P1virus	P1virus(incomplete)
ab08562		2						P1virus	P1virus(incomplete)
ab08563		2						P1virus	P1virus(incomplete)
ab08564		2						P1virus	P1virus(incomplete)
ab08565		2						P1virus	P1virus(incomplete)
ab08566		2						P1virus	P1virus(incomplete)
ab08567		2						P1virus	P1virus(incomplete)
ab08568		2						P1virus	P1virus(incomplete)
ab08569		2						P1virus	P1virus(incomplete)
ab08570		2						P1virus	P1virus(incomplete)
ab08571		2						P1virus	P1virus(incomplete)
ab08572		2						P1virus	P1virus(incomplete)
ab08573		2						P1virus	P1virus(incomplete)
ab08574		2						P1virus	P1virus(incomplete)
ab08575		2						P1virus	P1virus(incomplete)
ab08576		2						P1virus	P1virus(incomplete)
ab08577		2						P1virus	P1virus(incomplete)
ab08578		2						P1virus	P1virus(incomplete)
ab08579		2						P1virus	P1virus(incomplete)
ab08580		2						P1virus	P1virus(incomplete)
ab08581		2						P1virus	P1virus(incomplete)
ab08582		2						P1virus	P1virus(incomplete)
ab08583		2						P1virus	P1virus(incomplete)
ab08584		2						P1virus	P1virus(incomplete)
ab08585		2						P1virus	P1virus(incomplete)
ab08586		2						P1virus	P1virus(incomplete)
ab08587		78							
ab08588		78							
ab08589	I-F	1					I-Fb		
ab08590		78							
ab08591	I-F	1					I-Fb		
ab08592	I-F	1					I-Fb		
ab08593		1077							
ab08594		78							
ab08595		-							
ab08596		78							
ab08597		571						P1virus	
ab08598		2						P1virus	
ab08599		2						P1virus	P1virus(incomplete)
ab08600		2						P1virus	
ab08601		2						P1virus	
ab08602		2							
ab08603	I-F	1					I-Fb		
ab08604	I-F	52					I-Fa		
ab08605		2						P1virus	
ab08606		2						P1virus	
ab08607		2						P1virus	
ab08608		2						P1virus	P1virus(incomplete)
ab08609		2						P1virus	
ab08610		2						P1virus	P1virus(incomplete)
ab08611		2						P1virus	
ab08612		2						P1virus	P1virus(incomplete)
ab08613		2						P1virus	
ab08614		2						P1virus	
ab08615		2						P1virus	
ab08616		374							
ab08617	I-F	1					I-Fb		
ab08618	I-F	1					I-Fb		
ab08619	I-F	1					I-Fb		
ab08620		2						P1virus	
ab08621	I-F	1					I-Fb		
ab08622	I-F	1475					I-Fb		
ab08623		164							
ab08624	I-F	1					I-Fb		
ab08625	I-F	1					I-Fb		
ab08626	I-F	1					I-Fb		
ab08627	I-F	-					I-Fb		
ab08628		2						P1virus	
ab08629		2						P1virus	P1virus(incomplete)
ab08630		164							
ab08631		2						P1virus	
ab08632		2						P1virus	
ab08633		2						P1virus	
ab08634		2						P1virus	P1virus(incomplete)
ab08635	I-F	1					I-Fb		
ab08636	I-F	1					I-Fb		
ab08637	I-F	1					I-Fb		
ab08638		2						P1virus	P1virus(incomplete)
ab08639		2						P1virus	
ab08640		2						P1virus	P1virus(incomplete)
ab08641		2						P1virus	P1virus(incomplete)
ab08642		2							
ab08643		85							
ab08644		2							
ab08645		2						P1virus	P1virus(incomplete)
ab08646	I-F	25					I-Fb		
ab08647		2						P1virus	P1virus(incomplete)
ab08648		265							
ab08649		2						P1virus	
ab08650		721							
ab08651		2						P1virus	P1virus(incomplete)
ab08652		2						P1virus	P1virus(incomplete)
ab08653		2						P1virus	
ab08654		164							
ab08655		2						P1virus	P1virus(incomplete)
ab08656		77							
ab08657		2							
ab08658	I-F	52					I-Fa		
ab08659		2						P1virus	
ab08660	I-F	52					I-Fa		
ab08661	I-F	52					I-Fa		
ab08662		45							
ab08663		2						P1virus	P1virus(incomplete)
ab08664	I-F	52					I-Fa		
ab08665	I-F	1					I-Fb		
ab08666		2						P1virus	P1virus(incomplete)
ab08667		2						P1virus	P1virus(incomplete)
ab08668		2						P1virus	P1virus(incomplete)
ab08669		2						P1virus	P1virus(incomplete)
ab08670		2						P1virus	P1virus(incomplete)
ab08671		-						P1virus	P1virus(incomplete)
ab08672		2						P1virus	
ab08673	I-F	1					I-Fb		
ab08674		2						P1virus	P1virus(incomplete)
ab08675		2						P1virus	
ab08676		2						P1virus	P1virus(incomplete)
ab08677		2						P1virus	
ab08678		2						P1virus	P1virus(incomplete)
ab08679		2						P1virus	P1virus(incomplete)
ab08680		2						P1virus	P1virus(incomplete)
ab08681		2						P1virus	P1virus(incomplete)
ab08682		2						P1virus	P1virus(incomplete)
ab08683	I-F	1					I-Fb		
ab08684		-						P1virus	P1virus(incomplete)
ab08685		2						P1virus	P1virus(incomplete)
ab08686		2						P1virus	P1virus(incomplete)
ab08687		2						P1virus	P1virus(incomplete)
ab08688		2						P1virus	P1virus(incomplete)
ab08689	I-F	1					I-Fb		
ab08690		2						P1virus	
ab08691		-						P1virus	P1virus(incomplete)
ab08692		2						P1virus	P1virus(incomplete)
ab08693		149							
ab08694		2						P1virus	P1virus(incomplete)
ab08695	I-F	1					I-Fb		
ab08696		2						P1virus	P1virus(incomplete)
ab08697		10						P1virus	P1virus(incomplete)
ab08698	I-F	1					I-Fb		
ab08699		2						P1virus	P1virus(incomplete)
ab08700	I-F	1					I-Fb		
ab08701	I-F	1					I-Fb		
ab08702		2						P1virus	P1virus(incomplete)
ab08703		2						P1virus	P1virus(incomplete)
ab08704		-						P1virus	P1virus(incomplete)
ab08705		2						P1virus	
ab08706		2						P1virus	
ab08707		2						P1virus	P1virus(incomplete)
ab08708	I-F	1					I-Fb		
ab08709		-						P1virus	P1virus(incomplete)
ab08710		2						P1virus	P1virus(incomplete)
ab08711		2						P1virus	P1virus(incomplete)
ab08712		2						P1virus	P1virus(incomplete)
ab08713	I-F	1					I-Fb		
ab08714		2						P1virus	P1virus(incomplete)
ab08715		149							
ab08716		2						P1virus	P1virus(incomplete)
ab08717	I-F	1					I-Fb		
ab08718		2						P1virus	P1virus(incomplete)
ab08719		2						P1virus	P1virus(incomplete)
ab08720	I-F	52					I-Fa		
ab08721		2							
ab08722		2							
ab08723		2						P1virus	P1virus(incomplete)
ab08724		2						P1virus	P1virus(incomplete)
ab08725		2						P1virus	P1virus(incomplete)
ab08726		2						P1virus	P1virus(incomplete)
ab08727		2						P1virus	P1virus(incomplete)
ab08728	I-F	52					I-Fa		
ab08729		2						P1virus	P1virus(incomplete)
ab08730		2						P1virus	P1virus(incomplete)
ab08731		2						P1virus	P1virus(incomplete)
ab08732		2						P1virus	P1virus(incomplete)
ab08733		-						P1virus	P1virus(incomplete)
ab08734	I-F	25					I-Fb		
ab08735		2						P1virus	P1virus(incomplete)
ab08736		2							
ab08737		2						P1virus	P1virus(incomplete)
ab08738		2						P1virus	P1virus(incomplete)
ab08739		10						P1virus	P1virus(incomplete)
ab08740		622							
ab08741		622							
ab08742		622							
ab08743		622							
ab08744		622							
ab08745		622							
ab08746		622							
ab08747		622							
ab08748		374						P1virus	
ab08749		622							
ab08750		1554							
ab08751		2							
ab08752		2						P1virus	P1virus(incomplete)
ab08753		2							
ab08754		85							
ab08755	I-F,I-F	-					I-Fa,I-Fb		
ab08756		2						P1virus	P1virus(incomplete)
ab08757		2						P1virus	
ab08758		2						P1virus	
ab08759		2						P1virus	
ab08760		78							
ab08761		2						P1virus	
ab08762		2						P1virus	
ab08763		2						P1virus	
ab08764		2							
ab08765		2							
ab08766		2							
ab08767		2							
ab08768		2							
ab08769		2							
ab08770		1							
ab08771		1083							
ab08772		1083							
ab08773		1230							
ab08774		1							
ab08775		2							
ab08776		2							
ab08777		2						P1virus	P1virus(incomplete)
ab08778		2						P1virus	P1virus(incomplete)
ab08779		78							
ab08780		78							
ab08781		2						P1virus	
ab08782		2						P1virus	
ab08783		2						P1virus	
ab08784		2						P1virus	P1virus(incomplete)
ab08785		2						P1virus	
ab08786	I-F	25					I-Fb		
ab08787		-							
ab08788		2						P1virus	
ab08789		2						P1virus	
ab08790		2						P1virus	
ab08791		164							
ab08792		2						P1virus	
ab08793		2						P1virus	
ab08794	I-F	221					I-Fa		
ab08795		318							
ab08796		109						P1virus	
ab08797		876							
ab08798		15							
ab08799		1							
ab08800		1							
ab08801		1							
ab08802		79							
ab08803		3							
ab08804		3							
ab08805		2						P1virus	
ab08806		3							
ab08807		3							
ab08808	I-F	1					I-Fb		
ab08809		107							
ab08810		78							
ab08811	I-F	25					I-Fb		
ab08812		78							
ab08813		2						P1virus	P1virus(incomplete)
ab08814		77							
ab08815		636						P1virus	P1virus(incomplete)
ab08816		636						P1virus	P1virus(incomplete)
ab08817		315							
ab08818		2						P1virus	P1virus(incomplete)
ab08819		2						P1virus	P1virus(incomplete)
ab08820		2						P1virus	P1virus(incomplete)
ab08821		-						P1virus	P1virus(incomplete)
ab08822		-						P1virus	P1virus(incomplete)
ab08823		-						P1virus	P1virus(incomplete)
ab08824		636						P1virus	P1virus(incomplete)
ab08825		2						P1virus	P1virus(incomplete)
ab08826	I-F	25					I-Fb		
ab08827		400							
ab08828		2						P1virus	
ab08829		764							
ab08830		2						P1virus	P1virus(incomplete)
ab08831		2						P1virus	P1virus(incomplete)
ab08832		2						P1virus	
ab08833		85							
ab08834		2						P1virus	P1virus(incomplete)
ab08835		2							
ab08836		636						P1virus	P1virus(incomplete)
ab08837		2						P1virus	P1virus(incomplete)
ab08838		636						P1virus	P1virus(incomplete)
ab08839		636						P1virus	P1virus(incomplete)
ab08840		636						P1virus	P1virus(incomplete)
ab08841		636						P1virus	P1virus(incomplete)
ab08842		636						P1virus	P1virus(incomplete)
ab08843		2						P1virus	P1virus(incomplete)
ab08844		604						P1virus	P1virus(incomplete)
ab08845		636						P1virus	P1virus(incomplete)
ab08846		636						P1virus	
ab08847		636						P1virus	P1virus(incomplete)
ab08848		2							
ab08849		2							
ab08850		2							
ab08851		2						P1virus	P1virus(incomplete)
ab08852		2						P1virus	P1virus(incomplete)
ab08853	I-F	81					I-Fb		
ab08854		2						P1virus	P1virus(incomplete)
ab08855		2						P1virus	
ab08856		2						P1virus	P1virus(incomplete)
ab08857		2						P1virus	P1virus(incomplete)
ab08858		2						P1virus	P1virus(incomplete)
ab08859	I-F	81	incomplete				I-Fb	P1virus	P1virus(incomplete)
ab08860		664						P1virus	
ab08861		164							
ab08862		2						P1virus	P1virus(incomplete)
ab08863		2						P1virus	
ab08864		2						P1virus	
ab08865		2							
ab08866		2						P1virus	
ab08867		370							
ab08868	I-F	1					I-Fb		
ab08869		2							
ab08870		215						P1virus	P1virus(incomplete)
ab08871		2						P1virus	P1virus(incomplete)
ab08872	I-F	1	incomplete				I-Fb		
ab08873	I-F	1	incomplete				I-Fb		
ab08874		2							
ab08875		604						P1virus	P1virus(incomplete)
ab08876		2						P1virus	P1virus(incomplete)
ab08877		2						P1virus	P1virus(incomplete)
ab08878		158						P1virus	P1virus(incomplete)
ab08879		2		arrays		ambiguous			
ab08880		2							
ab08881		2							
ab08882		78							
ab08883		2						P1virus	P1virus(incomplete)
ab08884		2						P1virus	P1virus(incomplete)
ab08885		2						P1virus	P1virus(incomplete)
ab08886		2							
ab08887		2							
ab08888		636						P1virus	P1virus(incomplete)
ab08889		2						P1virus	P1virus(incomplete)
ab08890		2						P1virus	P1virus(incomplete)
ab08891		2							
ab08892		636		arrays	anycas	ambiguous		P1virus	P1virus(incomplete)
ab08893		2							
ab08894		2						P1virus	P1virus(incomplete)
ab08895		2						P1virus	P1virus(incomplete)
ab08896		-							
ab08897		636							
ab08898		85							
ab08899		2						P1virus	P1virus(incomplete)
ab08900		2							
ab08901		2							
ab08902		2							
ab08903		636							
ab08904		636							
ab08905		2						P1virus	P1virus(incomplete)
ab08906		2						P1virus	P1virus(incomplete)
ab08907		636							
ab08908	I-F	25					I-Fb		
ab08909	I-F	25					I-Fb		
ab08910	I-F	1					I-Fb		
ab08911	I-F	1					I-Fb		
ab08912		1756							
ab08913	I-F	428					I-Fb		
ab08914		-							
ab08915		-							
ab08916	I-F	624					I-Fb		
ab08917		2						P1virus	
ab08918		2						P1virus	
ab08919		2						P1virus	
ab08920		2						P1virus	
ab08921		492							
ab08922		2						P1virus	
ab08923		2						P1virus	
ab08924		2						P1virus	P1virus(incomplete)
ab08925		2						P1virus	
ab08926		2						P1virus	P1virus(incomplete)
ab08927		142							
ab08928		570						P1virus	P1virus(incomplete)
ab08929		1550						P1virus	P1virus(incomplete)
ab08930		16							
ab08931		10							
ab08932	I-F	52	incomplete				I-Fa		
ab08933		1550						P1virus	P1virus(incomplete)
ab08934	I-F	1	incomplete				I-Fb		
ab08935	I-F	1					I-Fb		
ab08936	I-F	1					I-Fb		
ab08937	I-F	1					I-Fb		
ab08938	I-F	1					I-Fb		
ab08939	I-F	1					I-Fb		
ab08940	I-F,I-F	1	incomplete				I-Fb		
ab08941	I-F	1					I-Fb		
ab08942	I-F	1					I-Fb		
ab08943	I-F	1					I-Fb		
ab08944	I-F	1	incomplete				I-Fb		
ab08945		1550						P1virus	
ab08946		494							
ab08947		2						P1virus	P1virus(incomplete)
ab08948		2							
ab08949		2							
ab08950		2							
ab08951		2							
ab08952		-							
ab08953		-							
ab08954		2							
ab08955		2							
ab08956		2							
ab08957		2							
ab08958		-							
ab08959		-							
ab08960		2							
ab08961		2							
ab08962		2							
ab08963		2							
ab08964		2							
ab08965		2							
ab08966		2							
ab08967		2							
ab08968		2							
ab08969		2							
ab08970		2							
ab08971		2							
ab08972		2							
ab08973		2							
ab08974		2							
ab08975		2							
ab08976		2							
ab08977		2							
ab08978		-							
ab08979		-							
ab08980		2							
ab08981		2							
ab08982		2							
ab08983		2							
ab08984		2							
ab08985		2							
ab08986		2							
ab08987		2							
ab08988		2							
ab08989		2							
ab08990		2							
ab08991		2							
ab08992		2							
ab08993		2							
ab08994		2							
ab08995		2							
ab08996		2							
ab08997		2							
ab08998		2							
ab08999		2							
ab09000		2							
ab09001		2							
ab09002		2							
ab09003		2							
ab09004		2							
ab09005		2							
ab09006		-							
ab09007		-							
ab09008		2							
ab09009		2							
ab09010		2							
ab09011		2							
ab09012		2							
ab09013		2							
ab09014		2							
ab09015		2							
ab09016		2							
ab09017		2							
ab09018		2							
ab09019		2							
ab09020		2							
ab09021		2							
ab09022		2							
ab09023		2							
ab09024		2							
ab09025		2							
ab09026		2							
ab09027		2							
ab09028		2							
ab09029		2							
ab09030		2							
ab09031		2							
ab09032		2							
ab09033		2							
ab09034		2							
ab09035		-							
ab09036		-							
ab09037		2							
ab09038		2							
ab09039		2							
ab09040		2							
ab09041		2							
ab09042		-							
ab09043		-							
ab09044		2							
ab09045		2							
ab09046		2							
ab09047		2							
ab09048		2							
ab09049		2							
ab09050		2							
ab09051		2							
ab09052		2							
ab09053		2							
ab09054		2							
ab09055		2							
ab09056		2							
ab09057		2							
ab09058		2							
ab09059		2							
ab09060		2							
ab09061		2							
ab09062		98						P1virus	
ab09063		98						P1virus	
ab09064		2						P1virus	
ab09065		2						P1virus	
ab09066		641							
ab09067		641							
ab09068		2							
ab09069		2							
ab09070		2							
ab09071		2							
ab09072		2							
ab09073		2							
ab09074		2							
ab09075		2							
ab09076		2							
ab09077		2							
ab09078		-							
ab09079		-							
ab09080		2							
ab09081		2							
ab09082		2						P1virus	
ab09083		2						P1virus	
ab09084		2						P1virus	
ab09085		575						P1virus	P1virus(incomplete)
ab09086		2						P1virus	P1virus(incomplete)
ab09087		78							
ab09088		78							
ab09089		78							
ab09090		78							
ab09091		78							
ab09092		78							
ab09093		78							
ab09094		78							
ab09095		78							
ab09096		-							
ab09097		78							
ab09098		78							
ab09099		78							
ab09100		78							
ab09101		78							
ab09102		85							
ab09103		85							
ab09104		2						P1virus	P1virus(incomplete)
ab09105		2						P1virus	
ab09106		85						P1virus	P1virus(incomplete)
ab09107		2						P1virus	
ab09108	I-F	1					I-Fb		
